"code";"pays";"nom";"pop";"idh";"hea";"edu";"inc"
"NERr101";"NER";"Agadez";347;0.447;0.721;0.296;0.42
"NERr102";"NER";"Diffa";531;0.335;0.721;0.135;0.387
"NERr103";"NER";"Dosso";2177;0.332;0.564;0.187;0.347
"NERr104";"NER";"Maradi";4017;0.334;0.593;0.176;0.358
"NERr105";"NER";"Tillabery (incl Niamey)";3292;0.441;0.623;0.327;0.42
"NERr106";"NER";"Tahoua";3909;0.31;0.629;0.137;0.347
"NERr107";"NER";"Zinder";3682;0.319;0.6;0.16;0.338
