"code";"pays";"nom";"pop";"idh";"hea";"edu";"inc"
"NERr101";"NER";"Agadez";277;0.39;0.523;0.265;0.428
"NERr102";"NER";"Diffa";255;0.279;0.523;0.12;0.346
"NERr103";"NER";"Dosso";1699;0.272;0.474;0.126;0.337
"NERr104";"NER";"Maradi";2539;0.25;0.489;0.093;0.345
"NERr105";"NER";"Tillabery (incl Niamey)";2832;0.335;0.495;0.196;0.386
"NERr106";"NER";"Tahoua";2245;0.228;0.474;0.076;0.328
"NERr107";"NER";"Zinder";2609;0.24;0.472;0.087;0.336
