"code";"pays";"nom";"pop";"idh";"hea";"edu";"inc"
"MLIr101";"MLI";"Kayes";1582;0.295;0.495;0.125;0.418
"MLIr102";"MLI";"Koulikoro";1966;0.32;0.503;0.162;0.403
"MLIr103";"MLI";"Sikasso";2274;0.306;0.494;0.138;0.42
"MLIr104";"MLI";"Segou";2129;0.294;0.488;0.128;0.406
"MLIr105";"MLI";"Mopti";1721;0.266;0.487;0.099;0.39
"MLIr106";"MLI";"Tombouctou";415;0.293;0.494;0.134;0.382
"MLIr107";"MLI";"Gao and Kidal";318;0.359;0.515;0.22;0.409
"MLIr108";"MLI";"Bamako";1546;0.54;0.607;0.451;0.577
