"code";"pays";"nom";"pop";"idh";"hea";"edu";"inc"
"MLIr101";"MLI";"Kayes";1495;0.232;0.421;0.077;0.384
"MLIr102";"MLI";"Koulikoro";1574;0.238;0.431;0.081;0.388
"MLIr103";"MLI";"Sikasso";1766;0.216;0.43;0.058;0.404
"MLIr104";"MLI";"Segou";1687;0.229;0.42;0.072;0.396
"MLIr105";"MLI";"Mopti";1524;0.191;0.43;0.045;0.358
"MLIr106";"MLI";"Tombouctou";55.5;0.282;0.427;0.139;0.378
"MLIr107";"MLI";"Gao and Kidal";98.8;0.311;0.429;0.167;0.42
"MLIr108";"MLI";"Bamako";1111;0.395;0.504;0.247;0.494
