"code";"pays";"nom";"pop";"idh";"hea";"edu";"inc"
"CPVr101";"CPV";"S.Antao";51.7;0.589;0.78;0.458;0.571
"CPVr102";"CPV";"S.Vicente";91.6;0.629;0.78;0.523;0.611
"CPVr103";"CPV";"Santiago-Interior";134;0.554;0.78;0.398;0.548
"CPVr104";"CPV";"Santiago- Praia";155;0.639;0.78;0.555;0.604
"CPVr105";"CPV";"Fogo";41.5;0.612;0.78;0.509;0.578
