"code";"pays";"nom";"pop";"idh";"hea";"edu";"inc"
"BENr101";"BEN";"Atacora (incl Donga)";2039;0.457;0.615;0.297;0.523
"BENr102";"BEN";"Atlantique (incl Littoral (Cotonou))";2262;0.564;0.615;0.499;0.585
"BENr103";"BEN";"Borgou (incl Alibori)";3345;0.441;0.615;0.271;0.515
"BENr104";"BEN";"Mono (incl Couffo)";1555;0.496;0.615;0.403;0.491
"BENr105";"BEN";"Queme (incl Plateau)";2053;0.518;0.615;0.426;0.529
"BENr106";"BEN";"Zou (incl Collines)";2100;0.507;0.615;0.405;0.525
