"code";"pays";"nom";"pop";"idh";"hea";"edu";"inc"
"BENr101";"BEN";"Atacora (incl Donga)";902;0.315;0.507;0.144;0.427
"BENr102";"BEN";"Atlantique (incl Littoral (Cotonou))";1060;0.449;0.537;0.325;0.52
"BENr103";"BEN";"Borgou (incl Alibori)";1116;0.306;0.536;0.122;0.438
"BENr104";"BEN";"Mono (incl Couffo)";721;0.345;0.519;0.182;0.435
"BENr105";"BEN";"Queme (incl Plateau)";859;0.37;0.544;0.212;0.439
"BENr106";"BEN";"Zou (incl Collines)";800;0.341;0.507;0.174;0.449
