"code";"pays";"nom";"pop";"idh";"hea";"edu";"inc"
"MARr101";"MAR";"North west";5217;0.477;0.645;0.288;0.584
"MARr102";"MAR";"Centre north";3411;0.419;0.646;0.221;0.517
"MARr103";"MAR";"Centre";7366;0.491;0.717;0.286;0.577
"MARr104";"MAR";"Eastern";1627;0.492;0.689;0.283;0.61
"MARr105";"MAR";"Centre south";2039;0.502;0.692;0.317;0.575
"MARr106";"MAR";"Tensift";2912;0.388;0.666;0.176;0.499
"MARr107";"MAR";"South";2827;0.405;0.619;0.197;0.546
