"code";"pays";"nom";"pop";"idh";"hea";"edu";"inc"
"MARr101";"MAR";"North west";7830;0.643;0.798;0.514;0.65
"MARr102";"MAR";"Centre north";3965;0.624;0.786;0.488;0.632
"MARr103";"MAR";"Centre";6633;0.66;0.813;0.54;0.656
"MARr104";"MAR";"Eastern";2671;0.597;0.799;0.422;0.632
"MARr105";"MAR";"Centre south";2832;0.611;0.778;0.461;0.635
"MARr106";"MAR";"Tensift";3616;0.588;0.805;0.401;0.63
"MARr107";"MAR";"South";5816;0.61;0.768;0.46;0.643
