"code";"pays";"nom";"pop";"idh";"hea";"edu";"inc"
"GINr101";"GIN";"Boke";1181;0.442;0.625;0.31;0.444
"GINr102";"GIN";"Conakry";1951;0.609;0.692;0.526;0.622
"GINr103";"GIN";"Faranah";991;0.351;0.534;0.208;0.389
"GINr104";"GIN";"Kankan";1541;0.322;0.502;0.158;0.419
"GINr105";"GIN";"Kindia";1578;0.402;0.573;0.264;0.43
"GINr106";"GIN";"Labe";957;0.357;0.564;0.208;0.389
"GINr107";"GIN";"Mamou";754;0.37;0.582;0.218;0.399
"GINr108";"GIN";"N Zerekore";1835;0.413;0.613;0.29;0.396
