"code";"pays";"nom";"pop";"idh";"hea";"edu";"inc"
"GINr101";"GIN";"Boke";1446;0.446;0.574;0.329;0.469
"GINr102";"GIN";"Conakry";2149;0.66;0.725;0.621;0.638
"GINr103";"GIN";"Faranah";1334;0.409;0.574;0.274;0.435
"GINr104";"GIN";"Kankan";1964;0.396;0.557;0.235;0.474
"GINr105";"GIN";"Kindia";2044;0.464;0.572;0.369;0.473
"GINr106";"GIN";"Labe";1374;0.404;0.598;0.261;0.423
"GINr107";"GIN";"Mamou";1174;0.437;0.634;0.291;0.452
"GINr108";"GIN";"N Zerekore";2373;0.456;0.628;0.356;0.423
