"code";"pays";"nom";"pop";"idh";"hea";"edu";"inc"
"GINr101";"GIN";"Boke";993;0.336;0.53;0.174;0.412
"GINr102";"GIN";"Conakry";1232;0.544;0.652;0.406;0.607
"GINr103";"GIN";"Faranah";693;0.348;0.515;0.205;0.399
"GINr104";"GIN";"Kankan";1104;0.298;0.495;0.13;0.413
"GINr105";"GIN";"Kindia";1166;0.333;0.493;0.178;0.421
"GINr106";"GIN";"Labe";897;0.316;0.532;0.148;0.401
"GINr107";"GIN";"Mamou";605;0.317;0.504;0.157;0.403
"GINr108";"GIN";"N Zerekore";1888;0.351;0.488;0.222;0.4
