"code";"pays";"nom";"pop";"idh";"hea";"edu";"inc"
"TGOr101";"TGO";"Lome";865;0.553;0.639;0.508;0.521
"TGOr102";"TGO";"Maritime";1480;0.445;0.541;0.4;0.406
"TGOr103";"TGO";"Plateaux";1162;0.431;0.549;0.375;0.389
"TGOr104";"TGO";"Centrale";525;0.428;0.531;0.36;0.41
"TGOr105";"TGO";"Kara";673;0.417;0.531;0.336;0.407
"TGOr106";"TGO";"Savanes";577;0.338;0.485;0.203;0.392
