"code";"pays";"nom";"pop";"idh";"hea";"edu";"inc"
"TGOr101";"TGO";"Lome";966;0.581;0.651;0.569;0.529
"TGOr102";"TGO";"Maritime";2067;0.51;0.621;0.494;0.433
"TGOr103";"TGO";"Plateaux";1566;0.46;0.582;0.434;0.385
"TGOr104";"TGO";"Centrale";682;0.473;0.554;0.458;0.416
"TGOr105";"TGO";"Kara";833;0.451;0.541;0.422;0.403
"TGOr106";"TGO";"Savanes";814;0.399;0.548;0.307;0.378
